locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA
STM4125	STM4125	1	AE006468	4343093	4344010	+		regulatory protein sensor for oxidative stress	0.5654	38
STM4126	STM4126	1	AE006468	4343993	4345393	-		soluble pyridine nucleotide transhydrogenase	0.5289	60
STM4127	STM4127	1	AE006468	4345592	4346227	+		putative TetR/AcrR family transcriptional repressor	0.5519	20
STM4128	STM4128	1	AE006468	4346243	4346602	+		putative inner membrane protein	0.5167	24
STM4129	STM4129	1	AE006468	4346649	4347749	-		tRNA (uracil-5-)-methyltransferase	0.5195	51
STM4130	STM4130	1	AE006468	4348123	4349967	+		outer membrane receptor for transport of vitamin B12, E colicins, and bacteriophage BF23	0.5176	117
STM4131	STM4131	1	AE006468	4349912	4350763	+		glutamate racemase	0.5423	43
STM4132	STM4132	2	AE006468	4351143	4352686	+		16S ribosomal RNA	0.5440	64
STM4133	STM4133	5	AE006468	4352754	4352827	+		tRNA-Val	0.5676	4
STM4134	STM4134	5	AE006468	4352942	4353014	+		tRNA-Ala	0.6301	3
STM4135	STM4135	2	AE006468	4353200	4356193	+		23S ribosomal RNA	0.5341	155
STM4136	STM4136	2	AE006468	4356386	4356506	+		5S ribosomal RNA	0.6364	4
STM4137	STM4137	1	AE006468	4356685	4357713	+		UDP-N-acetylenolpyruvoylglucosamine reductase	0.5326	35
STM4138	STM4138	1	AE006468	4357710	4358672	+		biotin-[acetylCoA carboxylase] holoenzyme synthetase	0.4995	62
STM4139	STM4139	1	AE006468	4358707	4359657	-		pantothenate kinase	0.4553	54
STM4141	STM4141	1	AE006468	4359866	4360039	-		putative cytoplasmic protein	0.4195	10
STM4142	STM4142	5	AE006468	4360059	4360131	+		tRNA-Thr	0.5068	6
STM4143	STM4143	5	AE006468	4360143	4360224	+		tRNA-Tyr	0.5854	1
STM4144	STM4144	5	AE006468	4360344	4360415	+		tRNA-Gly	0.5694	4
STM4145	STM4145	5	AE006468	4360425	4360497	+		tRNA-Thr	0.5342	5
STM4146	STM4146	1	AE006468	4360616	4361800	+		protein chain elongation factor EF-Tu	0.5401	47
STM4147	STM4147	1	AE006468	4362030	4362413	+		preprotein translocase IISP family, membrane subunit	0.5547	14
STM4148	STM4148	1	AE006468	4362415	4362960	+		component in transcription antitermination	0.5440	16
STM4149	STM4149	1	AE006468	4363118	4363546	+		50 S ribosomal subunit protein L11	0.5268	14
STM4150	STM4150	1	AE006468	4363550	4364254	+		50S ribosomal subunit protein L1	0.5319	25
STM4151	STM4151	1	AE006468	4364674	4365171	+		50S ribosomal subunit protein L10	0.5201	16
STM4152	STM4152	1	AE006468	4365238	4365603	+		50S ribosomal subunit protein L7/L12	0.4617	16
STM4153	STM4153	1	AE006468	4365921	4369949	+		RNA polymerase, beta subunit	0.5421	151
STM4154	STM4154	1	AE006468	4370026	4374249	+		RNA polymerase, beta prime subunit	0.5469	151
STM4155	STM4155	1	AE006468	4374291	4374614	+		putative inner membrane protein	0.3117	37
STM4156	STM4156	1	AE006468	4374620	4374964	-		putative cytoplasmic protein	0.3420	29
STM4157	STM4157	1	AE006468	4375363	4376373	+		putative cytoplasmic protein	0.3383	93
STM4158	STM4158	1	AE006468	4376696	4376884	+		putative cytoplasmic protein	0.5291	5
STM4159	STM4159	1	AE006468	4377035	4378168	-		thiamine biosynthesis protein, thiazole moiety	0.5441	35
STM4160	STM4160	1	AE006468	4378165	4378935	-		thiamine biosynthesis protein, thiazole moiety	0.6148	19
STM4161	STM4161	1	AE006468	4378937	4379137	-		putative protein involved in thiamine biosynthesis	0.5672	2
STM4162	STM4162	1	AE006468	4379118	4379876	-		thiamine biosynthesis protein, thiazole moiety	0.5784	28
STM4163	STM4163	1	AE006468	4379869	4380504	-		thiamine phosphate synthase	0.5959	24
STM4164	STM4164	1	AE006468	4380504	4382399	-		5'-phosphoryl-5-aminoimidazole	0.5807	59
STM4165	STM4165	1	AE006468	4382763	4383251	-		regulator of sigma D	0.4969	21
STM4166	STM4166	1	AE006468	4383344	4384117	+		putative NTP pyrophosphohydrolases containing a Zn-finger	0.5491	32
STM4167	STM4167	1	AE006468	4384158	4385222	+		uroporphyrinogen decarboxylase	0.5746	39
STM4168	STM4168	1	AE006468	4385232	4385903	+		endonuclease V	0.5878	24
STM4169	STM4169	1	AE006468	4385945	4386535	+		putative cytoplasmic protein	0.4992	27
STM4170	STM4170	1	AE006468	4386722	4386994	+		DNA-binding protein HU-alpha	0.4762	13
STM4171	STM4171	1	AE006468	4387006	4387698	+		putative inner membrane protein	0.5527	24
STM4172	STM4172	1	AE006468	4387740	4388195	-		zinc-resistance associated protein	0.5592	25
STM4173	STM4173	1	AE006468	4388449	4389846	+		sensory kinase in two component regulatory system with HydG	0.5479	57
STM4174	STM4174	1	AE006468	4389852	4391177	+		response regulator in two-component reguatory system with HydH	0.5558	50
STM4175	STM4175	1	AE006468	4391174	4392463	-		phosphoribosylglycinamide synthetase	0.6109	31
STM4176	STM4176	1	AE006468	4392475	4394064	-		phosphoribosylaminoimidazolecarboxamide formyltransferase	0.5723	53
STM4177	STM4177	2	AE006468	4394688	4396232	+		16S ribosomal RNA	0.5443	65
STM4178	STM4178	5	AE006468	4396316	4396388	+		tRNA-Sec	0.6438	3
STM4179	STM4179	2	AE006468	4396624	4399617	+		23S ribosomal RNA	0.5344	156
STM4180	STM4180	2	AE006468	4399810	4399931	+		5S ribosomal RNA	0.6393	4
STM4181	STM4181	1	AE006468	4400260	4400697	-		putative acetyltransferase	0.4863	20
STM4182	STM4182	1	AE006468	4400854	4401783	+		homoserine transsuccinylase	0.4914	52
STM4183	STM4183	1	AE006468	4402052	4403653	+		malate synthase A	0.5194	67
STM4184	STM4184	1	AE006468	4403685	4404989	+		isocitrate lyase	0.5648	41
STM4185	STM4185	1	AE006468	4405091	4406842	+		isocitrate dehydrogenase kinase/phosphatase	0.5268	89
STM4186	STM4186	1	AE006468	4406806	4407213	-		putative cytoplasmic protein	0.5882	17
STM4187	STM4187	1	AE006468	4407224	4408048	-		acetate operon transcriptional repressor	0.5830	28
STM4188	STM4188	1	AE006468	4408265	4412035	+		B12-dependent homocysteine-N5-methyltetrahydrofolate transmethylase	0.5741	121
STM4189	STM4189	1	AE006468	4412302	4413933	+		putative PNaS family transport protein	0.5619	62
STM4190	STM4190	1	AE006468	4414009	4414698	-		(alpha)-aspartyl dipeptidase	0.5754	26
STM4191	STM4191	1	AE006468	4414770	4414871	+		putative cytoplasmic protein	0.4902	6
STM4192	STM4192	1	AE006468	4414906	4415445	+		putative cytoplasmic protein	0.4426	30
STM4193	STM4193	1	AE006468	4415492	4416361	+		putative pseudouridine synthase	0.5034	41
STM4194	STM4194	1	AE006468	4416358	4416630	-		putative cytoplasmic protein	0.5531	10
STM4195	STM4195	1	AE006468	4416728	4417669	-		putative Na+-dependent transporter	0.5531	38
STM4196	STM4196	1	AE006468	4417931	4418659	-		putative cytoplasmic protein	0.3841	53
STM4197	STM4197	1	AE006468	4418856	4419146	-		putative inner membrane protein	0.3402	28
STM4198	STM4198	1	AE006468	4419395	4419850	-		putative cytoplasmic protein	0.5526	27
STM4199	STM4199	1	AE006468	4419847	4420452	-		putative cytoplasmic protein	0.4637	40
STM4200	STM4200	1	AE006468	4420457	4422202	-		putative phage tail fiber protein H	0.5556	88
STM4201	STM4201	1	AE006468	4422205	4422837	-		putative phage tail protein	0.4660	39
STM4202	STM4202	1	AE006468	4422830	4423945	-		putative phage baseplate protein	0.5824	44
STM4203	STM4203	1	AE006468	4423936	4424295	-		putative phage baseplate protein	0.5778	10
STM4204	STM4204	1	AE006468	4424459	4426006	-		putative inner membrane protein	0.4193	111
STM4205	STM4205	1	AE006468	4426006	4426935	-		putative phage glycosyltransferase	0.4376	55
STM4206	STM4206	1	AE006468	4426932	4427294	-		putative phage glucose translocase	0.4353	26
STM4207	STM4207	1	AE006468	4427622	4428344	-		putative phage baseplate component	0.5809	30
STM4208	STM4208	1	AE006468	4428354	4429397	-		putative cytoplasmic protein	0.5536	45
STM4209	STM4209	1	AE006468	4429385	4429594	-		putative inner membrane protein	0.5905	11
STM4210	STM4210	1	AE006468	4429594	4430547	-		putative methyl-accepting chemotaxis protein	0.5608	29
STM4211	STM4211	1	AE006468	4430547	4432901	-		putative phage tail protein	0.5847	55
STM4212	STM4212	1	AE006468	4433455	4433979	-		putative phage tail core protein	0.4457	35
STM4213	STM4213	1	AE006468	4433979	4435406	-		putative phage tail sheath protein	0.5497	58
STM4214	STM4214	1	AE006468	4435396	4435593	-		putative cytoplasmic protein	0.5202	11
STM4215	STM4215	1	AE006468	4435590	4436045	-		putative cytoplasmic protein	0.4693	32
STM4216	STM4216	1	AE006468	4436205	4436519	-		putative inner membrane protein	0.4762	13
STM4217	STM4217	1	AE006468	4436532	4437137	-		putative soluble lytic murein transglycosylase	0.5660	27
STM4218	STM4218	1	AE006468	4437140	4437427	-		putative inner membrane protein	0.5625	9
STM4219	STM4219	1	AE006468	4438147	4438350	+		putative cytoplasmic protein	0.4902	12
STM4220	STM4220	1	AE006468	4438483	4439832	-		lysine sensitive aspartokinase III	0.5681	46
STM4221	STM4221	1	AE006468	4440177	4441826	+		glucosephosphate isomerase	0.5285	63
STM4222	STM4222	1	AE006468	4442267	4442512	+		putative outer membrane protein	0.6138	11
STM4223	STM4223	1	AE006468	4442546	4443214	+		putative outer membrane lipoprotein	0.5575	23
STM4224	STM4224	1	AE006468	4443211	4443948	+		putative periplasmic protein	0.5962	25
STM4225	STM4225	1	AE006468	4443948	4446044	+		putative outer membrane lipoprotein	0.5436	106
STM4226	STM4226	1	AE006468	4446187	4446597	+		putative inner membrane protein	0.4599	25
STM4227	STM4227	1	AE006468	4446763	4447653	-		maltose transport protein	0.5645	32
STM4228	STM4228	1	AE006468	4447668	4449212	-		maltose transport protein	0.5243	81
STM4229	STM4229	1	AE006468	4449344	4450543	-		maltose transport protein	0.5383	49
STM4230	STM4230	1	AE006468	4450896	4452005	+		maltose transport protein	0.5766	34
STM4231	STM4231	1	AE006468	4452094	4453452	+		phage lambda receptor protein	0.5232	71
STM4232	STM4232	1	AE006468	4453616	4454533	+		periplasmic protein of mal regulon	0.5556	43
STM4233	STM4233	1	AE006468	4454714	4455211	+		chorismate pyruvate lyase	0.5422	20
STM4234	STM4234	1	AE006468	4455225	4456097	+		p-hydroxybenzoate: octaprenyltransferase	0.5475	36
STM4235	STM4235	1	AE006468	4456196	4458616	-		glycerolphosphate acyltransferase activity	0.5469	112
STM4236	STM4236	1	AE006468	4458787	4459155	+		diacylglycerol kinase	0.5041	17
STM4237	STM4237	1	AE006468	4459264	4459872	+		SOS response regulator	0.5501	21
STM4238	STM4238	1	AE006468	4460051	4461376	+		DNA-damage-inducible protein F	0.5701	59
STM4239	STM4239	1	AE006468	4461373	4461486	+		putative cytoplasmic protein	0.4035	9
STM4240	STM4240	1	AE006468	4461505	4461717	+		putative cytoplasmic protein	0.4460	14
STM4241	STM4241	1	AE006468	4461816	4462331	-		transcriptional repressor of znuABC operon	0.5523	15
STM4242	STM4242	1	AE006468	4462578	4463888	+		putative outer membrane or exported protein	0.5217	69
STM4243	STM4243	1	AE006468	4463976	4464974	+		putative TIM-barrel enzyme	0.5556	42
STM4244	STM4244	1	AE006468	4465142	4465384	+		putative inner membrane protein	0.5144	10
STM4245	STM4245	1	AE006468	4465559	4466542	-		NADPH dependent quinone oxidoreductase	0.5579	34
STM4246	STM4246	1	AE006468	4466607	4468022	+		putative replicative DNA helicase	0.5487	61
STM4247	STM4247	1	AE006468	4468054	4469133	+		biosynthetic alanine racemase 1	0.5870	38
STM4248	STM4248	1	AE006468	4469319	4470512	+		tyrosine aminotransferase	0.5553	54
STM4249	STM4249	1	AE006468	4470699	4471412	+		non-specific acid phosphatase/phosphotransferase, class B	0.5154	32
STM4250	STM4250	1	AE006468	4471541	4471957	+		putative cytoplasmic protein	0.5156	23
STM4251	STM4251	1	AE006468	4471960	4472316	+		putative cytoplasmic protein	0.5210	15
STM4252	STM4252	1	AE006468	4472317	4472655	-		putative inner membrane protein	0.5782	20
STM4253	STM4253	1	AE006468	4472642	4473097	-		putative outer membrane lipoprotein	0.5132	25
STM4254	STM4254	1	AE006468	4473229	4476054	-		DNA excision repair enzyme	0.5711	102
STM4255	STM4255	1	AE006468	4476019	4476135	+		putative cytoplasmic protein	0.4872	5
STM4256	STM4256	1	AE006468	4476302	4476832	+		ssDNA-binding protein	0.5970	17
STM4257	STM4257	1	AE006468	4477873	4478505	+		putative inner membrane or exported	0.3460	64
STM4258	STM4258	1	AE006468	4478502	4479890	+		putative methyl-accepting chemotaxis protein	0.3679	112
STM4259	STM4259	1	AE006468	4479880	4481199	+		putative ABC exporter outer membrane component-like protein	0.3674	102
STM4260	STM4260	1	AE006468	4481196	4482473	+		membrane permease	0.3451	124
STM4261	STM4261	1	AE006468	4482490	4499169	+		putative inner membrane protein	0.4846	1048
STM4262	STM4262	1	AE006468	4499209	4501275	+		putative ABC-type bacteriocin/lantibiotic exporter	0.3532	193
STM4263	STM4263	1	AE006468	4501553	4501834	-		putative inner membrane protein	0.5355	13
STM4264	STM4264	1	AE006468	4502397	4503998	+		putative diguanylate cyclase/phosphodiesterase	0.4750	98
STM4265	STM4265	1	AE006468	4503986	4504309	-		transcriptional activator of superoxide response regulon	0.5154	18
STM4266	STM4266	1	AE006468	4504396	4504854	+		redox-sensing transcriptional activator SoxR	0.5468	25
STM4267	STM4267	1	AE006468	4505147	4505815	+		putative glutathione S-transferase	0.5471	29
STM4268	STM4268	1	AE006468	4506162	4507511	+		putative xanthine/uracil permease family	0.5711	58
STM4269	STM4269	1	AE006468	4507661	4509307	+		putative CPA1 family Na:H transport protein	0.5592	46
STM4270	STM4270	1	AE006468	4509402	4510289	-		putative LysR family transcriptional regulator	0.5608	30
STM4271	STM4271	1	AE006468	4510393	4510803	+		putative inner membrane protein	0.5474	24
STM4272	STM4272	1	AE006468	4510796	4511485	+		putative inner membrane protein	0.5884	24
STM4273	STM4273	1	AE006468	4511524	4513173	-		putative SSS family transport protein	0.5606	65
STM4274	STM4274	1	AE006468	4513170	4513484	-		putative inner membrane protein	0.4857	16
STM4275	STM4275	1	AE006468	4513730	4515688	-		acetyl-CoA synthetase	0.5671	68
STM4276	STM4276	1	AE006468	4515875	4516021	+		putative cytoplasmic protein	0.3129	13
STM4277	STM4277	1	AE006468	4516120	4517556	+		nitrite reductase periplasmic cytochrome c(552)	0.5400	52
STM4278	STM4278	1	AE006468	4517581	4518234	+		formate-dependent nitrite reductase	0.5336	33
STM4279	STM4279	1	AE006468	4518231	4518902	+		putative formate-dependent nitrite reductase	0.5759	24
STM4280	STM4280	1	AE006468	4518899	4519855	+		putative formate dependent nitrate reductase	0.5904	27
STM4281	STM4281	1	AE006468	4519848	4522070	+		formate-dependent nitrite reductase	0.5884	64
STM4282	STM4282	1	AE006468	4522067	4522687	+		component of formate-dependent nitrite reductase complex	0.5733	27
STM4283	STM4283	1	AE006468	4523032	4524342	+		DAACS family glutamate:aspartate symport protein	0.5378	54
STM4284	STM4284	1	AE006468	4524500	4525189	-		putative TPR repeat protein	0.5275	27
STM4285	STM4285	1	AE006468	4525366	4527513	-		formate dehydrogenase	0.5549	88
STM4286	STM4286	1	AE006468	4527868	4528776	-		putative dioxygenase for synthesis of lipid	0.5050	43
STM4287	STM4287	1	AE006468	4529034	4529498	-		putative regulator in phn operon	0.4946	21
STM4288	STM4288	1	AE006468	4529620	4530063	-		putative cytoplasmic protein	0.5473	19
STM4289	STM4289	1	AE006468	4530183	4530518	-		putative alkylphosphonate uptake protein in phosphonate metabolism	0.4940	10
STM4290	STM4290	1	AE006468	4530986	4532488	+		MFS family low-affinity proline transporter	0.5283	65
STM4291	STM4291	1	AE006468	4532655	4533725	-		sensory kinase in two-component regulatory system with BasR	0.5462	41
STM4292	STM4292	1	AE006468	4533735	4534403	-		response regulator in two-component regulatory system with BasS	0.5396	33
STM4293	STM4293	1	AE006468	4534400	4536043	-		putative integral membrane protein	0.4939	92
STM4294	STM4294	1	AE006468	4536177	4537514	-		putative APC family putrescine/ornithine transport protein	0.5650	60
STM4295	STM4295	1	AE006468	4537654	4538415	-		transcriptional activator of adiA	0.4344	53
STM4296	STM4296	1	AE006468	4538713	4540983	-		arginine decarboxylase	0.5390	102
STM4297	STM4297	1	AE006468	4541213	4542145	-		regulator of melibiose operon	0.5230	40
STM4298	STM4298	1	AE006468	4542414	4543769	+		alpha-galactosidase	0.5605	50
STM4299	STM4299	1	AE006468	4543853	4545283	+		GPH family melibiose permease II	0.5248	75
STM4300	STM4300	1	AE006468	4545381	4547027	-		fumarase B	0.5489	65
STM4301	STM4301	1	AE006468	4547123	4548463	-		Dcu family anaerobic C4-dicarboxylate transporter	0.5421	58
STM4302	STM4302	1	AE006468	4548610	4548876	-		putative cytoplasmic protein	0.3970	20
STM4303	STM4303	1	AE006468	4549193	4549912	-		response regulator in two-component regulatory system with DcuS	0.4875	36
STM4304	STM4304	1	AE006468	4549909	4551540	-		sensory histidine kinase in two-component retgulatory system with DcuR	0.5349	61
STM4305	STM4305	1	AE006468	4551974	4554325	+		putative anaerobic dimethyl sulfoxide reductase, subunit A	0.5591	111
STM4306	STM4306	1	AE006468	4554339	4554965	+		putative anaerobic dimethyl sulfoxide reductase, subunit B	0.5391	28
STM4307	STM4307	1	AE006468	4554958	4555731	+		putative anaerobic dimethyl sulfoxide reductase, subunit C	0.6150	27
STM4308	STM4308	1	AE006468	4555747	4556400	+		putative component of anaerobic dehydrogenases	0.5336	29
STM4309	STM4309	1	AE006468	4556484	4557884	-		putative periplasmic or exported protein	0.5332	69
STM4310	STM4310	1	AE006468	4558188	4559093	+		putative inner membrane protein	0.4669	52
STM4311	STM4311	1	AE006468	4559432	4559890	+		transposase for IS200	0.4597	31
STM4312	STM4312	1	AE006468	4560099	4560368	-		putative phage protein	0.5037	13
STM4313	STM4313	1	AE006468	4560376	4560591	-		putative cytoplasmic protein	0.4769	18
STM4314	STM4314	1	AE006468	4560614	4560901	-		putative luxR family bacterial regulatory proteins	0.2986	29
STM4315	STM4315	1	AE006468	4560898	4561773	-		putative AraC-type DNA-binding domain-containing protein	0.3539	75
STM4316	STM4316	1	AE006468	4562038	4562259	-		putative cytoplasmic protein	0.3964	25
STM4317	STM4317	1	AE006468	4562576	4562869	+		putative copG family helix-turn-helix protein	0.5476	8
STM4318	STM4318	1	AE006468	4562866	4563357	+		putative acetyltransferase	0.5711	19
STM4319	STM4319	1	AE006468	4563605	4564357	-		non-specific acid phosphatase	0.4529	53
STM4320	STM4320	1	AE006468	4566015	4566347	+		putative merR family bacterial regulatory protein	0.4775	19
STM4321	STM4321	5	AE006468	4566593	4566665	-		tRNA-Phe	0.5616	2
STM4322	STM4322	1	AE006468	4566786	4567361	-		putative merR family bacterial regulatory protein	0.5156	28
STM4323	STM4323	1	AE006468	4567398	4569101	-		thiol:disulfide interchange protein	0.5657	76
STM4324	STM4324	1	AE006468	4569077	4569424	-		putative periplasmic divalent cation tolerance protein	0.5230	15
STM4325	STM4325	1	AE006468	4569545	4570846	-		Dcu family anaerobic dicarboxylate transport protein	0.5369	49
STM4326	STM4326	1	AE006468	4570961	4572397	-		aspartate ammonia-lyase	0.5066	62
STM4327	STM4327	1	AE006468	4572699	4573214	+		suppresses F exclusion of bacteriophage T7	0.4922	26
STM4328	STM4328	1	AE006468	4573273	4574514	-		putative transporter	0.5072	64
STM4329	STM4329	1	AE006468	4574790	4575083	+		chaperone Hsp10	0.4694	13
STM4330	STM4330	1	AE006468	4575127	4576773	+		chaperone Hsp60 with peptide-dependent ATPase activity	0.5440	61
STM4331	STM4331	1	AE006468	4576999	4577370	+		putative outer membrane lipoprotein	0.5457	17
