Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Names (primary),Gene Names (ORF),Gene Names (synonym)
Q8ZND5,unreviewed,Q8ZND5_SALTY,"Putative transketolase, EC 2.2.1.1",STM2340,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),317,,,
Q8ZND8,unreviewed,Q8ZND8_SALTY,Putative phosphatase,yfbT STM2334,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),225,yfbT,,
Q8ZND9,unreviewed,Q8ZND9_SALTY,Putative response regulator,yfbS STM2333,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),608,yfbS,,
Q8ZNE1,unreviewed,Q8ZNE1_SALTY,LysR family NADH dehydrogenase transcriptional repressor,lrhA STM2330,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),312,lrhA,,
Q8ZNE5,unreviewed,Q8ZNE5_SALTY,"Putative von Willebrand factor, vWF type A domain protein",yfbK STM2315,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),593,yfbK,,
Q8ZNE6,unreviewed,Q8ZNE6_SALTY,"Putative chemotaxis signal transduction protein, EC 2.7.3.-",STM2314,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),333,,,
Q8ZNF6,unreviewed,Q8ZNF6_SALTY,Putative inner membrane protein,yfaZ STM2294,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),215,yfaZ,,
Q8ZNF7,unreviewed,Q8ZNF7_SALTY,CinA-like protein,STM2293,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),398,,,
Q8ZNF8,unreviewed,Q8ZNF8_SALTY,Putative transcriptional regulator,yfaX STM2292,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),260,yfaX,,
Q8ZNG1,unreviewed,Q8ZNG1_SALTY,Putative cytoplasmic protein,STM2288,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),58,,,
Q8ZNG3,unreviewed,Q8ZNG3_SALTY,"sn-glycerol-3-phosphate dehydrogenase (Anaerobic), K-small subunit, EC 1.1.5.3",glpC STM2286,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),396,glpC,,
Q8ZNG7,unreviewed,Q8ZNG7_SALTY,"Periplasmic glycerophosphodiester phosphodiesterase, EC 3.1.4.46",glpQ STM2282,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),356,glpQ,,
Q8ZNG8,unreviewed,Q8ZNG8_SALTY,Putative LysR family transcriptional regulator,STM2281,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),292,,,
Q8ZNG9,unreviewed,Q8ZNG9_SALTY,Putative gntR family regulatory protein,STM2275,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),294,,,
Q8ZNH0,unreviewed,Q8ZNH0_SALTY,Putative permease,STM2274,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),441,,,
Q8ZNH1,unreviewed,Q8ZNH1_SALTY,Putative dehydratase protein,STM2273,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),400,,,
Q8ZNH7,unreviewed,Q8ZNH7_SALTY,Ferredoxin-type protein,napG STM2258,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),231,napG,,
Q8ZNH8,unreviewed,Q8ZNH8_SALTY,Ferredoxin-type protein,napH STM2257,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),289,napH,,
Q8ZNI1,unreviewed,Q8ZNI1_SALTY,Response regulator in two-component regulatory system with NarQ (Or NarX),narP STM2246,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),215,narP,,
Q8ZNI2,unreviewed,Q8ZNI2_SALTY,Putative outer membrane protein,STM2245,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),187,,,
Q8ZNI3,unreviewed,Q8ZNI3_SALTY,Putative tail fiber protein of phage,STM2243,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),263,,,
Q8ZNI4,unreviewed,Q8ZNI4_SALTY,Putative tail fiber protein of phage,STM2242,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),67,,,
Q8ZNI5,unreviewed,Q8ZNI5_SALTY,Putative cytoplasmic protein,STM2240,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),329,,,
Q8ZNI6,unreviewed,Q8ZNI6_SALTY,Putative phage protein,STM2239,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),122,,,
Q8ZNI7,unreviewed,Q8ZNI7_SALTY,Putative phage protein,STM2238,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),443,,,
Q8ZNI8,unreviewed,Q8ZNI8_SALTY,Putative inner membrane protein,STM2237,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),109,,,
Q8ZNI9,unreviewed,Q8ZNI9_SALTY,Putative phage protein,STM2236,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),172,,,
Q8ZNJ0,unreviewed,Q8ZNJ0_SALTY,Putative phage protein,STM2235,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),413,,,
Q8ZNJ1,unreviewed,Q8ZNJ1_SALTY,Putative tail fiber assembly protein,STM2234,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),175,,,
Q8ZNJ2,unreviewed,Q8ZNJ2_SALTY,Putative cytoplasmic protein,STM2233,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),147,,,
Q8ZNJ3,unreviewed,Q8ZNJ3_SALTY,Acetylation of the O-antigen (LPS),oafA STM2232,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),609,oafA,,
Q8ZNJ4,unreviewed,Q8ZNJ4_SALTY,SsrB-regulated factor,STM2231,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),96,,,
Q8ZNJ5,unreviewed,Q8ZNJ5_SALTY,"Putative peptidase, EC 3.4.21.-",STM2230,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),167,,,
Q8ZNJ6,unreviewed,Q8ZNJ6_SALTY,Putative inner membrane protein,STM2225,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),206,,,
Q8ZNJ8,unreviewed,Q8ZNJ8_SALTY,Putative ATPase component of ABC-type transport system,yejF STM2219,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),529,yejF,,
Q8ZNK0,unreviewed,Q8ZNK0_SALTY,Putative ABC transporter periplasmic binding protein,yejA STM2216,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),601,yejA,,
Q8ZNK4,unreviewed,Q8ZNK4_SALTY,Putative inner membrane protein,STM2208,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),221,,,
Q8ZNK8,unreviewed,Q8ZNK8_SALTY,Putative LysR family transcriptional regulator,yeiE STM2201,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),287,yeiE,,
Q8ZNK9,unreviewed,Q8ZNK9_SALTY,APC family lysine-specific permease,lysP STM2200,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),489,lysP,,
Q8ZNL1,unreviewed,Q8ZNL1_SALTY,Putative regulatory protein,STM2198,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),440,,,
Q8ZNL4,unreviewed,Q8ZNL4_SALTY,Putative transcriptional regulator,STM2195,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),129,,,
Q8ZNL6,unreviewed,Q8ZNL6_SALTY,Putative inner membrane protein,yeiB STM2192,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),380,yeiB,,
Q8ZNL9,unreviewed,Q8ZNL9_SALTY,Vancomycin sensitivity protein,sanA STM2184,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),239,sanA,,
Q8ZNM1,unreviewed,Q8ZNM1_SALTY,"Putative 1,2-dioxygenase protein",STM2178,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),345,,,
Q8ZNM2,unreviewed,Q8ZNM2_SALTY,Putative glutathione S-transferase,STM2176,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),214,,,
Q8ZNM3,unreviewed,Q8ZNM3_SALTY,Putative monooxygenase,STM2175,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),397,,,
Q8ZNM5,unreviewed,Q8ZNM5_SALTY,"Putative oxidoreductase, EC 1.-.-.-",yohF STM2171,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),253,yohF,,
Q8ZNM8,unreviewed,Q8ZNM8_SALTY,Putative ABC superfamily transport protein (Bind_prot),yehZ STM2165,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),305,yehZ,,
Q8ZNM9,unreviewed,Q8ZNM9_SALTY,"Putative ABC-type proline/glycine betaine transport system, permease component",yehY STM2164,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),389,yehY,,
Q8ZNN0,unreviewed,Q8ZNN0_SALTY,"Putative ABC-type proline/glycine betaine transport system, permease component",yehW STM2162,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),243,yehW,,
Q8ZNN3,unreviewed,Q8ZNN3_SALTY,Putative 16.9 kd lipoprotein,STM2156a,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),176,,,
Q8ZNN6,unreviewed,Q8ZNN6_SALTY,Putative periplasmic chaperone protein,stcB STM2151,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),227,stcB,,
Q8ZNN8,unreviewed,Q8ZNN8_SALTY,Putative outer membrane lipoprotein,stcD STM2149,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),335,stcD,,
Q8ZNN9,unreviewed,Q8ZNN9_SALTY,Putative sugar kinase,yegV STM2144,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),321,yegV,,
Q8ZNP0,unreviewed,Q8ZNP0_SALTY,Putative glycohydrolase,yegU STM2143,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),334,yegU,,
Q8ZNP2,unreviewed,Q8ZNP2_SALTY,Putative inner membrane protein,STM2139,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),111,,,
Q8ZNP3,unreviewed,Q8ZNP3_SALTY,Putative cytoplasmic protein,STM2138,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),138,,,
Q8ZNP5,unreviewed,Q8ZNP5_SALTY,Putative inner membrane protein,STM2135,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),703,,,
Q8ZNP6,unreviewed,Q8ZNP6_SALTY,Putative inner membrane protein,STM2134,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),238,,,
Q8ZNP7,unreviewed,Q8ZNP7_SALTY,Putative cytoplasmic protein,STM2133,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),294,,,
Q8ZNQ4,unreviewed,Q8ZNQ4_SALTY,Putative heat shock protein (Hsp70/DnaK),yegD STM2125,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),450,yegD,,
Q8ZNQ7,unreviewed,Q8ZNQ7_SALTY,Suppressor of ompF assembly mutants,asmA STM2120,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),618,asmA,,
Q8ZNQ8,unreviewed,Q8ZNQ8_SALTY,Putative inner membrane protein,yegH STM2119,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),526,yegH,,
Q8ZNR1,unreviewed,Q8ZNR1_SALTY,Putative glycosyl transferase,wcaI STM2106,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),407,wcaI,,
Q8ZNR4,unreviewed,Q8ZNR4_SALTY,Putative inner membrane protein,yeeA STM2060,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),352,yeeA,,
Q8ZNR7,unreviewed,Q8ZNR7_SALTY,Putative MATE family transport protein,yeeO STM2013,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),485,yeeO,,
Q8ZNR8,unreviewed,Q8ZNR8_SALTY,Putative cytoplasmic protein,STM2011,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),108,,,
Q8ZNR9,unreviewed,Q8ZNR9_SALTY,Putative cytoplasmic protein,STM2010,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),53,,,
Q8ZNS1,unreviewed,Q8ZNS1_SALTY,Putative periplasmic protein,STM2008,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),576,,,
Q8ZNS2,unreviewed,Q8ZNS2_SALTY,Putative TPR repeat protein,STM2007,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),564,,,
Q8ZNS3,unreviewed,Q8ZNS3_SALTY,Putative branched chain amino acid transport protein,STM2006,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),232,,,
Q8ZNS4,unreviewed,Q8ZNS4_SALTY,Putative endoprotease,STM2005,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),157,,,
Q8ZNS6,unreviewed,Q8ZNS6_SALTY,Putative cytoplasmic protein,STM1999,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),53,,,
Q8ZNS8,unreviewed,Q8ZNS8_SALTY,Putative inner membrane protein,STM1994,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),99,,,
Q8ZNS9,unreviewed,Q8ZNS9_SALTY,Putative hydrolase,yedJ STM1993,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),231,yedJ,,
Q8ZNT2,unreviewed,Q8ZNT2_SALTY,Putative permease,yedA STM1990,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),306,yedA,,
Q8ZNT3,unreviewed,Q8ZNT3_SALTY,Putative inner membrane protein,yedI STM1989,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),303,yedI,,
Q8ZNT4,unreviewed,Q8ZNT4_SALTY,Putative cytoplasmic protein,STM1988,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),81,,,
Q8ZNT6,unreviewed,Q8ZNT6_SALTY,Putative 50S ribosomal protein,STM1967,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),128,,,
Q8ZNT8,unreviewed,Q8ZNT8_SALTY,Putative ABC-type polar amino acid transport system,yecC STM1951,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),250,yecC,,
Q8ZNT9,unreviewed,Q8ZNT9_SALTY,Putative inner membrane protein,STM1948,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),51,,,
Q8ZNU0,unreviewed,Q8ZNU0_SALTY,Putative inner membrane protein,STM1941,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),110,,,
Q8ZNU1,unreviewed,Q8ZNU1_SALTY,Putative cell wall-associated hydrolase,STM1940,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),479,,,
Q8ZNU2,unreviewed,Q8ZNU2_SALTY,Putative glucose-6-phosphate dehydrogenase,STM1939,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),108,,,
Q8ZNU3,unreviewed,Q8ZNU3_SALTY,Putative metal-binding protein,yecA STM1938,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),221,yecA,,
Q8ZNU5,unreviewed,Q8ZNU5_SALTY,Putative outer membrane lipoprotein,STM1934,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),111,,,
Q8ZNU6,unreviewed,Q8ZNU6_SALTY,"Putative ribose 5-phosphate isomerase, EC 5.3.1.6",STM1933,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),212,,,
Q8ZNU7,unreviewed,Q8ZNU7_SALTY,Putative intracellular protease/amidase,araH STM1931,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),185,araH,,
Q8ZNU8,unreviewed,Q8ZNU8_SALTY,Putative cytoplasmic protein,STM1911,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),379,,,
Q8ZNU9,unreviewed,Q8ZNU9_SALTY,Putative cytoplasmic protein,yecM STM1908,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),189,yecM,,
Q8ZNV3,unreviewed,Q8ZNV3_SALTY,"dATP pyrophosphohydrolase, EC 3.6.1.-",ntpA STM1900,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),150,ntpA,,
Q8ZNV4,unreviewed,Q8ZNV4_SALTY,Putative periplasmic protein,yebB STM1897,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),199,yebB,,
Q8ZNV5,unreviewed,Q8ZNV5_SALTY,Putative cytoplasmic protein,STM1896,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),298,,,
Q8ZNV9,unreviewed,Q8ZNV9_SALTY,Putative peptidase,yebA STM1890,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),439,yebA,,
Q8ZNW1,unreviewed,Q8ZNW1_SALTY,Putative transcriptional regulator,yebK STM1887,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),289,yebK,,
Q8ZNW6,unreviewed,Q8ZNW6_SALTY,"DNA damage-inducible gene in SOS regulon, dependent on cyclic AMP and H-NS",yebG STM1882,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),96,yebG,,
Q8ZNW8,unreviewed,Q8ZNW8_SALTY,Putative inner membrane protein,yebE STM1880,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),219,yebE,,
Q8ZNW9,unreviewed,Q8ZNW9_SALTY,"Protease II, EC 3.4.21.83",ptrB STM1879,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),683,ptrB,,
Q8ZNX0,unreviewed,Q8ZNX0_SALTY,Putative amidohydrolase,STM1877,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),218,,,
Q8ZNX1,unreviewed,Q8ZNX1_SALTY,Similar Cu resistance protein CopC,yobA STM1875,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),124,yobA,,
Q8ZNX2,unreviewed,Q8ZNX2_SALTY,Putative inner membrane protein,STM1874,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),291,,,
Q8ZNX3,unreviewed,Q8ZNX3_SALTY,Putative periplasmic or exported protein,STM1873,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),117,,,
Q8ZNX4,unreviewed,Q8ZNX4_SALTY,Putative cytoplasmic protein,STM1872,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),39,,,
Q8ZNX5,unreviewed,Q8ZNX5_SALTY,Putative phage integrase protein,STM1871,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),298,,,
Q8ZNX6,unreviewed,Q8ZNX6_SALTY,RecE-like protein,STM1870,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),164,,,
Q8ZNX7,unreviewed,Q8ZNX7_SALTY,Uncharacterized protein,STM1869a,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),95,,,
Q8ZNX8,unreviewed,Q8ZNX8_SALTY,Phage-tail assembly protein-like protein,STM1869,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),177,,,
Q8ZNX9,unreviewed,Q8ZNX9_SALTY,Lytic enzyme,STM1868a,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),55,,,
Q8ZNY0,unreviewed,Q8ZNY0_SALTY,Putative cytoplasmic protein,STM1865,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),41,,,
Q8ZNY1,unreviewed,Q8ZNY1_SALTY,Putative inner membrane protein,STM1864,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),204,,,
Q8ZNY2,unreviewed,Q8ZNY2_SALTY,Putative cytoplasmic protein,STM1861,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),122,,,
Q8ZNY3,unreviewed,Q8ZNY3_SALTY,Mutator family transposase,STM1860,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),285,,,
Q8ZNY4,unreviewed,Q8ZNY4_SALTY,Putative cytoplasmic protein,STM1859,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),46,,,
Q8ZNY5,unreviewed,Q8ZNY5_SALTY,Putative cytoplasmic protein,STM1858,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),89,,,
Q8ZNY6,unreviewed,Q8ZNY6_SALTY,Putative acetyltransferase,STM1857,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),139,,,
Q8ZNY7,unreviewed,Q8ZNY7_SALTY,Putative cytoplasmic protein,STM1856,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),131,,,
Q8ZNY8,unreviewed,Q8ZNY8_SALTY,Putative inner membrane protein,STM1854,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),54,,,
Q8ZNZ0,unreviewed,Q8ZNZ0_SALTY,Putative inner membrane lipoprotein,yebW STM1852,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),63,yebW,,
Q8ZNZ1,unreviewed,Q8ZNZ1_SALTY,Putative cytoplasmic protein,STM1851,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),79,,,
Q8ZNZ3,unreviewed,Q8ZNZ3_SALTY,Putative inner membrane protein,STM1849,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),879,,,
Q8ZNZ4,unreviewed,Q8ZNZ4_SALTY,Putative inner membrane protein,yebS STM1848,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),427,yebS,,
Q8ZNZ5,unreviewed,Q8ZNZ5_SALTY,Putative GAF domain-containing protein,yebR STM1847,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),194,yebR,,
Q8ZNZ6,unreviewed,Q8ZNZ6_SALTY,Putative transport protein,STM1843,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),457,,,
Q8ZNZ7,unreviewed,Q8ZNZ7_SALTY,Putative IclR family transcriptional repressor,kdgR STM1842,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),263,kdgR,,
Q8ZNZ8,reviewed,YOBH_SALTY,Uncharacterized protein YobH,yobH STM1841,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),79,yobH,,
Q8ZNZ9,unreviewed,Q8ZNZ9_SALTY,23S rRNA m1G745 methyltransferase,rrmA STM1835,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),269,rrmA,,
Q8ZP02,unreviewed,Q8ZP02_SALTY,Mannose-specific enzyme IID,manZ STM1832,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),286,manZ,,
Q8ZP04,unreviewed,Q8ZP04_SALTY,Putative cytoplasmic protein,STM1829,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),111,,,
Q8ZP05,unreviewed,Q8ZP05_SALTY,Putative inner membrane protein,yoaE STM1828,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),519,yoaE,,
Q8ZP08,unreviewed,Q8ZP08_SALTY,Putative translation initiation inhibitor,yoaB STM1822,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),114,yoaB,,
Q8ZP11,reviewed,YCGL_SALTY,Protein YcgL,ycgL STM1813,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),110,ycgL,,
Q8ZP12,reviewed,YCGN_SALTY,UPF0260 protein YcgN,ycgN STM1811,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),153,ycgN,,
Q8ZP13,unreviewed,Q8ZP13_SALTY,Putative cytoplasmic protein,STM1808,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),113,,,
Q8ZP16,unreviewed,Q8ZP16_SALTY,Putative cytoplasmic protein,ycgB STM1804,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),510,ycgB,,
Q8ZP18,unreviewed,Q8ZP18_SALTY,Putative resistance protein MccF,ycgQ STM1800,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),304,ycgQ,,
Q8ZP22,unreviewed,Q8ZP22_SALTY,Putative periplasmic protein,STM1794,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),29,,,
Q8ZP25,unreviewed,Q8ZP25_SALTY,Putative thiol-disulfide isomerase and thioredoxin,STM1790,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),134,,,
Q8ZP26,unreviewed,Q8ZP26_SALTY,Putative Ni/Fe-hydrogenase 1 b-type cytochrome subunit,STM1788,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),243,,,
Q8ZP27,unreviewed,Q8ZP27_SALTY,"Hydrogenase-1 large subunit, EC 1.12.7.2",STM1787,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),597,,,
Q8ZP29,unreviewed,Q8ZP29_SALTY,Putative cytoplasmic protein,STM1785,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),421,,,
Q8ZP30,unreviewed,Q8ZP30_SALTY,Putative inner membrane protein,ychH STM1782,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),92,ychH,,
Q8ZP32,unreviewed,Q8ZP32_SALTY,"CaCA family, sodium-calcium/proton antiporter",chaA STM1771,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),366,chaA,,
Q8ZP33,unreviewed,Q8ZP33_SALTY,Putative invasin,ychP STM1768,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),474,ychP,,
Q8ZP34,unreviewed,Q8ZP34_SALTY,Response regulator in two-component regulatory system with NarX (Or NarQ),narL STM1767,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),216,narL,,
Q8ZP38,unreviewed,Q8ZP38_SALTY,"Nitrate reductase 1, FeS (Beta) subunit, EC 1.7.99.4",narH STM1763,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),511,narH,,
Q8ZP39,unreviewed,Q8ZP39_SALTY,"Nitrate reductase 1, delta subunit, EC 1.7.99.4",narJ STM1762,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),236,narJ,,
Q8ZP41,unreviewed,Q8ZP41_SALTY,Putative TPR repeat protein,STM1760,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),509,,,
Q8ZP43,reviewed,YCHJ_SALTY,UPF0225 protein YchJ,ychJ STM1755,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),152,ychJ,,
Q8ZP44,unreviewed,Q8ZP44_SALTY,Putative phosphoesterase,ychK STM1754,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),301,ychK,,
Q8ZP46,unreviewed,Q8ZP46_SALTY,Putative inner membrane protein,STM1747,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),104,,,
Q8ZP47,unreviewed,Q8ZP47_SALTY,Putative voltage-gated potassium channel,STM1741,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),278,,,
Q8ZP48,reviewed,YCIU_SALTY,UPF0263 protein YciU,yciU STM1740,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),109,yciU,,
Q8ZP53,unreviewed,Q8ZP53_SALTY,Anti-FlhC(2)FlhD(4) factor YdiV,yciR STM1703,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),660,yciR,,
Q8ZP55,unreviewed,Q8ZP55_SALTY,Putative cytoplasmic protein,yciW STM1701,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),326,yciW,,
